Code,Group,Family,Species,P50,KS,AL/ AS,D,WD,Height,?,MAT,MAP,VPD,MI,TS,PS,MTCM,PDM,Latitude,Longitude,References,Location,Country
1514 ,Ang,Fabaceae,Pterogyne nitens,,6.41 ,0.58 ,,0.35 ,,2.950000008,24.77 ,1143.00 ,0.998740338,0.6171,167.8732009,62.51391847,16.2159996,16,16°07' S,61°43' W,"Markesteijn et al, 2011a, 2011b","Near Conception, Santa Cruz",Bolivia
1056 ,Ang,Asteraceae,Pteronia fasciculata,-8.66 ,0.21 ,,14.30 ,0.83 ,1.00 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
1057 ,Ang,Asteraceae,Pteronia paniculata,-7.53 ,0.12 ,,15.66 ,0.86 ,1.00 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
2211 ,Ang,Malvaceae,Pterospermum heterophyllum,,6.22 ,0.90 ,,0.37 ,20.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
2212 ,Ang,Malvaceae,Pterospermum lanceifolium,-0.77 ,2.06 ,0.89 ,,0.33 ,24.00 ,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
693 ,Ang,Malvaceae,Pterospermum menglunense,,,,125.80 ,0.49 ,36.11 ,1.266666651,21.56 ,1641.00 ,0.894353661,0.9726,335.0943307,76.6728934,11.23200035,16,21°41' N,101°25' E,"Fan, 2012, Journal of Ecology",Yunnan Province,China
2837 ,Ang,Malvaceae,Pterospermum menglunense,-1.82 ,0.78 ,,,0.34 ,,1.225000004,20.88 ,1683.00 ,0.85605524,1.0122,338.2657063,78.45212263,10.92399979,17,21°36?N,101°35?E,"Zhang, 2019, Tree Physiology",Yunnan province,China
980 ,Ang,Fabaceae,Pueraria montana,,,,145.31 ,,,2.350000024,14.72 ,1366.00 ,0.853392463,1.1189,766.4352208,9.509275435,-2.220000029,99,35°12' N,82°14' W,"Hacke, 2006, Tree Physiology","Tyron, North Carolina",USA
846 ,Ang,Fabaceae,Pultenaea juniperina,,0.05 ,0.35 ,,,1.40 ,4.083333333,10.05 ,640.00 ,0.468981124,0.5986,365.5327037,17.11005639,-0.815999985,37,42°23' S,147°03' E,"Gleason, 2012, Functional Ecology",Tasmanian Central Highland forests,Australia
913 ,Ang,Fabaceae,Pultenaea scabra,,0.86 ,0.49 ,27.87 ,0.80 ,1.50 ,2.458333313,16.28 ,874.00 ,0.857961244,0.5743,450.6347406,33.16001174,4,38,32°47' S,150°55' E,"Gleason, 2012, Functional Ecology; Blackman, 2014, Annals of Botany; Blackman, 2018, Annals of Botany","New South Wales, Eastern Australia",Australia
2420 ,Ang,Rosaceae,Purshia tridentata,-4.30 ,,,20.70 ,,,3.12499998,7.42 ,494.00 ,1.007528871,0.5303,842.2885333,18.36524204,-9.472000122,27,40°15' N,111°37' W,"Wheeler, 2005, Plant, Cell and Environment","Salt Lake City, Utah (UT)",USA
2213 ,Ang,Rosaceae,Pygeum topengii,-1.20 ,4.78 ,1.04 ,,0.48 ,,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
2146 ,Ang,Rosaceae,Pyracantha fortuneana,,0.86 ,0.35 ,,0.66 ,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,This study,Guizhou Province,China
2694 ,Ang,Rosaceae,Pyracantha fortuneana,,0.95 ,0.40 ,,0.59 ,,1.649999996,12.79 ,928.00 ,6.066549556,0.8259,567.4750116,90.2711391,-1.203999996,9,29°39'N,102°06'E,"Xu, 2020, New Phytologist",Sichuan province,China
2716 ,Ang,Rosaceae,Pyracantha fortuneana,,,0.74 ,,,,1.524999996,12.54 ,926.00 ,6.066549556,0.8051,563.7753109,89.68643892,-1.220000029,9,29°39'N,102°08'E,"Xu, 2020, New Phytologist",Sichuan province,China
2736 ,Ang,Rosaceae,Pyracantha fortuneana,,0.77 ,0.18 ,,0.52 ,,1.299999992,13.24 ,983.00 ,2.92760473,0.7174,576.9135477,90.39955827,-0.60799998,10,29°26'N,102°10'E,"Xu, 2020, New Phytologist",Sichuan province,China
1020 ,Ang,Rosaceae,Pyrus amygdaliformis,-3.29 ,,,15.11 ,,,3.800000012,20.31 ,122.00 ,1.487184874,0.0941,555.9145618,113.3935517,5.384000301,0,30°39' N,20°18' E,"Iovi, 2009, Tree Physiology",Epirus region,Greece
2793 ,Ang,Leguminoseae,Pyrus betulaefolia,,,0.31 ,18.18 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
951 ,Ang,Vochysiaceae,Qualea dichotoma,,,0.11 ,,0.57 ,,1.816666663,20.44 ,1516.00 ,0.963975451,1.0732,123.7480541,79.60995496,11.52799988,8,15°56'S,47°53'W,"Gotsch, 2010, Oecologia",cerrado of central Brazil,Brazil
1990 ,Ang,Vochysiaceae,Qualea grandiflora,,1.75 ,0.24 ,,0.57 ,,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Scholz, 2008, Journal of Plant Physiology",south of Brasilia,Brazil
309 ,Ang,Vochysiaceae,Qualea parviflora,-1.65 ,0.94 ,0.16 ,,0.48 ,3.70 ,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Bucci, 2006, Plant Cell and Environment",33 km south of Brasilia,Brasil
319 ,Ang,Vochysiaceae,Qualea parviflora,-1.65 ,,0.08 ,,0.53 ,3.40 ,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Bucci, 2008, Brazilian Journal of Plant Physiology; Domec, 2006a, Plant Cell and Environment; Scholz, 2007, Plant Cell and Environment; Gotsch, 2010, Oecologia",south of Brasilia,Brazil
3079 ,Ang,Vochysiaceae,Qualea rosea,-1.86 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science","Guiana Shield, French Guiana",France (overseas territories)
1188 ,Ang,Fagaceae,Quercus acutissima,-3.39 ,2.42 ,,,0.75 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1373 ,Ang,Fagaceae,Quercus acutissima,-4.56 ,31.55 ,,,,,2.949999968,12.32 ,728.00 ,0.838116128,0.6821,1035.001413,112.1710721,-8.795999527,6,36°26'N,117°27'E,"Liu, 2020, Frontiers in Plant Science","Jinan, Shandong province",China
2147 ,Ang,Fagaceae,Quercus acutissima,,3.11 ,0.85 ,,0.70 ,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15'N,105°80'E,This study,Guizhou Province,China
3162 ,Ang,Fagaceae,Quercus acutissima,,2.43 ,0.50 ,45.93 ,0.58 ,11.50 ,,16.65 ,1219.00 ,0.464880167,#VALUE!,779.7846714,37.61802156,3.539999962,46,29°58'N,122°23'E,"???, 2017, ??????",Zejiang province,China
369 ,Ang,Fagaceae,Quercus agrifolia,-1.96 ,2.29 ,2.55 ,38.10 ,,,3.708333353,13.94 ,814.00 ,0.715008,0.791,324.3947169,94.00605383,3.691999912,3,37°01'N,122°04'W,"Chacon, 2020, Plos One",California,USA
1085 ,Ang,Fagaceae,Quercus agrifolia,-1.97 ,4.05 ,,50.88 ,0.64 ,,3.633333345,16.29 ,426.00 ,1.125048534,0.4043,426.7080897,99.9189354,5.268000126,1,34°06' N,118°39' W,"Jacobsen, 2007c, Ecological Monographs",Southern California,USA
1795 ,Ang,Fagaceae,Quercus agrifolia,-4.79 ,3.23 ,0.27 ,,0.59 ,,2.800000012,17.37 ,335.00 ,1.184487994,0.2555,500.2328626,87.24346036,3.43599987,2,33°29' N,117°09' W,"Pivovaroff, 2014, New Phytologist",Southern California,USA
2007 ,Ang,Fagaceae,Quercus agrifolia,-4.32 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
1414 ,Ang,Fagaceae,Quercus alba,-1.37 ,1.37 ,0.69 ,50.51 ,0.63 ,,2.424999982,14.90 ,1150.00 ,0.80813385,0.9145,796.7224354,11.37109856,-2.828000069,79,36°01' N,78°59' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
637 ,Ang,Fagaceae,Quercus aliena,-2.09 ,6.30 ,1.01 ,,,,1.708333333,15.31 ,1184.00 ,0.558582058,1.1298,632.1588893,75.233605,1.911999941,18,26°15' N,105°44' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
2794 ,Ang,Betulaceae,Quercus aliena,,,0.50 ,24.19 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
202 ,Ang,Fagaceae,Quercus berberidifolia,-2.60 ,0.72 ,0.12 ,,,,3.62500002,15.59 ,480.00 ,0.788134638,0.5247,338.7349418,98.72914819,5.920000076,0,34°30' N,119°49' W,"Bhaskar, 2007, New Phytologist","Santa Barbara, California",USA
1060 ,Ang,Fagaceae,Quercus berberidifolia,-2.60 ,2.48 ,,46.83 ,0.74 ,3.30 ,3.674999992,16.29 ,426.00 ,1.125048534,0.4373,426.7080897,99.9189354,5.268000126,1,34°06' N,118°39' W,"Jacobsen, 2007b, Plant, Cell and Environment; Jacobsen, 2007c, Ecological Monographs; Jacobsen, 2008, New Phytologist; Hacke, 2009, Plant, Cell and Environment",Southern California,USA
1101 ,Ang,Fagaceae,Quercus berberidifolia,-2.29 ,2.21 ,,38.70 ,0.75 ,,3.416666627,14.47 ,374.00 ,1.453334251,0.2615,669.9579101,94.28395293,-0.555999994,2,34°40' N,118°26' W,"Jacobsen, 2016, Plant, Cell and Environment",California,USA
1796 ,Ang,Fagaceae,Quercus berberidifolia,,3.28 ,0.16 ,,0.79 ,,2.800000012,17.37 ,335.00 ,1.184487994,0.2555,500.2328626,87.24346036,3.43599987,2,33°29' N,117°09' W,"Pivovaroff, 2014, New Phytologist",Southern California,USA
1916 ,Ang,Fagaceae,Quercus berberidifolia,-1.24 ,,,,,,3.033333361,15.72 ,443.00 ,1.235994051,0.4577,514.632028,90.34097219,2.019999981,2,33°39'N,117°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
2008 ,Ang,Fagaceae,Quercus berberidifolia,-5.95 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
6 ,Ang,Fagaceae,Quercus candicans,-1.10 ,,0.03 ,,,,2.408333321,15.90 ,898.00 ,1.087248448,0.7738,215.6836173,103.5477214,4.559999943,7,19°39'N,101°23'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
8 ,Ang,Fagaceae,Quercus castanea,-0.72 ,,0.03 ,,,,2.258333325,16.80 ,945.00 ,1.087248448,0.6699,213.3607159,101.7060999,4.888000011,6,19°32'N,101°18'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
1752 ,Ang,Fagaceae,Quercus cornelius-mulleri,-3.17 ,,,,,2.17 ,3.516666671,12.79 ,504.00 ,1.898801884,0.272,672.0120797,69.76744186,-2.676000118,3,33°35'N,116°27'W,"Paddock, 2013, Aliso",California,USA
5 ,Ang,Fagaceae,Quercus crassipes,-0.41 ,,0.02 ,,,,2.308333317,16.41 ,944.00 ,1.087248448,0.793,214.9258995,102.9766377,4.28000021,7,19°31'N,101°26'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
10 ,Ang,Fagaceae,Quercus deserticola,-0.51 ,,0.03 ,,,,2.299999992,17.36 ,719.00 ,1.117514769,0.5009,224.8774241,107.9084915,6.639999866,6,20°00'N,100°58'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
2009 ,Ang,Fagaceae,Quercus douglasii,-6.27 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
2015 ,Ang,Fagaceae,Quercus douglasii,-4.98 ,,,,,,2.858333329,14.50 ,884.00 ,1.239979795,0.6933,710.5872372,72.0827893,-2.472000122,3,40°21'N,121°53'W,"Skelton, 2019, New Phytologist",California,USA
2016 ,Ang,Fagaceae,Quercus douglasii,-4.03 ,,,,,,2.849999984,16.81 ,473.00 ,1.396984662,0.2901,694.1533124,84.19948074,-1.967999935,2,37°49'N,120°39'W,"Skelton, 2019, New Phytologist",California,USA
2017 ,Ang,Fagaceae,Quercus douglasii,-4.52 ,,,,,,2.824999988,14.39 ,879.00 ,1.357553059,0.6231,670.5785914,85.27231009,-2.559999943,2,37°59'N,120°22'W,"Skelton, 2019, New Phytologist",California,USA
2018 ,Ang,Fagaceae,Quercus douglasii,-4.19 ,,,,,,2.866666675,12.23 ,1133.00 ,1.012210662,0.8333,648.4155193,82.79229749,-2.947999954,5,38°07'N,120°14'W,"Skelton, 2019, New Phytologist",California,USA
2019 ,Ang,Fagaceae,Quercus douglasii,-3.97 ,,,,,,2.950000008,14.89 ,446.00 ,1.013797873,0.4098,528.193359,92.8886105,-0.344000012,0,35°05'N,120°04'W,"Skelton, 2019, New Phytologist",California,USA
2020 ,Ang,Fagaceae,Quercus douglasii,-4.26 ,,,,,,4.375,12.83 ,648.00 ,NA,0.6144,1006.453939,103.9996532,-6.072727203,8,37°06'N,119°44'W,"Skelton, 2019, New Phytologist",California,USA
2021 ,Ang,Fagaceae,Quercus douglasii,-4.45 ,,,,,,3.549999992,9.31 ,657.00 ,0.669061329,0.7672,1214.981847,104.2019704,-12.57600021,7,40°40'N,122°22'W,"Skelton, 2019, New Phytologist",California,USA
1189 ,Ang,Fagaceae,Quercus fabri,-5.14 ,3.15 ,,,0.67 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1415 ,Ang,Fagaceae,Quercus falcata,-0.92 ,1.49 ,0.49 ,45.82 ,0.63 ,,2.424999982,14.90 ,1150.00 ,0.80813385,0.9145,796.7224354,11.37109856,-2.828000069,79,36°01' N,78°59' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
1021 ,Ang,Fagaceae,Quercus frainetto,-4.56 ,,,31.86 ,,,3.800000012,20.31 ,122.00 ,1.487184874,0.0941,555.9145618,113.3935517,5.384000301,0,30°39' N,20°18' E,"Iovi, 2009, Tree Physiology",Epirus region,Greece
1584 ,Ang,Fagaceae,Quercus fusiformis,-1.80 ,1.70 ,,,,,3.99999998,17.96 ,600.00 ,1.300554698,0.3702,737.0400322,40.15801859,0.483999997,25,30°55' N,99°54' W,"McElrone, 2004, New Phytologist; Johnson, 2018, Plant, Cell & Environment",Texas ,USA
2084 ,Ang,Fagaceae,Quercus gambelii,-0.24 ,1.49 ,,,,,3.466666679,9.22 ,558.00 ,1.047863447,0.6533,899.1572254,27.39784947,-9.944000244,25,40°46'N,111°48'W,"Sperry, 2012, Plant, Cell and Environment",Salt Lake City,USA
2010 ,Ang,Fagaceae,Quercus garryana,-3.32 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
11 ,Ang,Fagaceae,Quercus gentryi,-0.56 ,,0.03 ,,,,2.12499998,17.21 ,738.00 ,1.117514769,0.4265,221.2305756,108.4775972,6.452000141,6,19°59'N,100°55'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
2476 ,Ang,Fagaceae,Quercus guyavifolia,,,0.35 ,,,,2.391666641,2.43 ,759.00 ,0.389803522,0.8267,661.8772376,97.80626751,-11.29199982,2,29°33'N,101°23'E,"Xu, 2020, New Phytologist",Sichuan province,China
2491 ,Ang,Fagaceae,Quercus guyavifolia,,,0.41 ,,,,2.691666643,2.55 ,774.00 ,6.982331523,0.9977,653.3985796,96.99491164,-11.75199986,2,29°28'N,101°32'E,"Xu, 2020, New Phytologist",Sichuan province,China
2503 ,Ang,Fagaceae,Quercus guyavifolia,,,0.41 ,,,,2.816666643,2.32 ,776.00 ,6.982331523,1.0537,659.7644595,96.74401021,-12.15600014,2,29°27'N,101°36'E,"Xu, 2020, New Phytologist",Sichuan province,China
2510 ,Ang,Fagaceae,Quercus guyavifolia,,,0.19 ,,,,2.924999992,0.31 ,780.00 ,3.611983221,1.1344,674.6779187,95.99849388,-13.99600029,2,29°31'N,101°40'E,"Xu, 2020, New Phytologist",Sichuan province,China
495 ,Ang,Fagaceae,Quercus ilex,-4.13 ,,,,,,5.308333397,14.86 ,650.00 ,0.814566681,0.7375,593.0053932,34.87490412,2.684000015,20,43°36' N,3°51' E,"Cochard, 2005, Cochard, Physiologia Plantarum",Montpellier,France
1247 ,Ang,Fagaceae,Quercus ilex,-3.88 ,1.86 ,0.26 ,26.67 ,0.84 ,5.50 ,4.383333365,13.66 ,666.00 ,0.788884806,0.7353,621.6212737,32.08554056,0.428000003,22,43°44' N,3°36' E,"Limousin, 2010, Tree Physiology",North-West of Montpellier,France
1533 ,Ang,Fagaceae,Quercus ilex,-2.02 ,2.53 ,0.25 ,35.01 ,,7.00 ,3.466666679,12.32 ,601.00 ,0.758594782,0.6892,623.9790215,30.20544711,-1.419999957,19,41°13' N,0°55' E,"Martinez-Vilalta, 2002, Oecologia",Prades,Spain
1766 ,Ang,Fagaceae,Quercus ilex,-3.21 ,1.38 ,,25.61 ,,,3.158333341,16.13 ,623.00 ,0.90446366,0.5392,518.8327965,60.6357405,2.575999975,4,38° 32' N,8°00' W,"Pinto, 2012, Forest Ecology and Management",Southern Portugal,Portugal
1898 ,Ang,Fagaceae,Quercus ilex,-5.63 ,0.11 ,0.22 ,,,1.04 ,2.733333329,16.24 ,465.00 ,1.255760801,0.4115,673.8307813,54.27653412,0.451999992,5,38°14' N,4°12' W,"Quero, 2011, Oecologia",Sierra De Cardena,Spain
1973 ,Ang,Fagaceae,Quercus ilex,-4.97 ,,,,0.88 ,,2.224999984,13.22 ,1284.00 ,0.550608952,1.2953,680.3336276,20.82444629,0.263999999,70,45°38'N,13°48''E,"Savi, 2019, Tree Physiology",Trieste,Italy
2296 ,Ang,Fagaceae,Quercus ilex,-1.55 ,1.58 ,1.28 ,,,6.00 ,1.724999974,13.87 ,723.00 ,0.713035551,0.7475,667.3842169,29.8469586,-0.376000017,28,43°17' N,11°35' E,"Tognetti, 1999, Tree Physiology; Tognetti, 1998, The New Phytologist",Siena,Italy
2011 ,Ang,Fagaceae,Quercus kelloggii,-4.73 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
4 ,Ang,Fagaceae,Quercus laeta,-0.50 ,,0.10 ,,,,2.174999982,16.41 ,944.00 ,1.087248448,0.7019,214.9258995,102.9766377,4.28000021,7,19°31'N,101°27'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
1403 ,Ang,Fagaceae,Quercus laevis,-1.89 ,0.49 ,0.56 ,51.34 ,0.68 ,,2.558333357,15.84 ,1199.00 ,0.902189226,0.9392,770.0876755,17.70821084,-1.375999928,76,36°10' N,79°22' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
3148 ,Ang,Fagaceae,quercus liaotungensi,-2.73 ,14.62 ,1.17 ,,0.53 ,9.00 ,2.224999994,9.06 ,523.00 ,0.696710268,0.5184,956.2625809,87.88328894,-11.01200008,3,36°05' N,109°11' E,"???, 2014, ??????",Shanxi province,China
2012 ,Ang,Fagaceae,Quercus lobata,-3.58 ,,,,,,3.041666706,14.18 ,1025.00 ,0.969736638,0.8249,467.5811721,94.72533747,-0.768000007,1,38°35'N,122°44'W,"Skelton, 2018, Plant Physiology",California,USA
9 ,Ang,Fagaceae,Quercus magnolifolia,-0.46 ,,0.05 ,,,,2.25,16.83 ,933.00 ,1.115607815,0.6178,211.3406688,106.5141836,5.967999935,7,19°38'N,101°11'W,"Aguilar-Romero, 2017, Tree Physiology",between the Michoacán and Guanajuato states,Mexico
1361 ,Ang,Fagaceae,Quercus mongolica,,5.40 ,3.51 ,47.98 ,0.65 ,8.40 ,1.833333333,3.27 ,661.00 ,0.432660541,0.8044,1257.058799,95.56655616,-21.12800026,5,42°24'N,128°29'E,"Liu, 2019, Science Advances; Yang, 2019, Tree Physiology",Jilin Province,China
2795 ,Ang,Fagaceae,Quercus mongolica,,,0.49 ,23.40 ,,,2.141666661,9.62 ,592.00 ,0.661215941,0.635,902.384731,79.18673104,-9.227999687,4,35°09'N,108°45'E,"Yin, 2019, Forests",Shaanxi Province,China
3126 ,Ang,Fagaceae,Quercus mongolica,,4.37 ,0.63 ,,,,3.516666671,2.79 ,594.00 ,0.46329067,0.8569,1416.032805,107.0789385,-24.60400009,3,45°24´N,127°40´E,"??, 2017, ??????; Jin, 2016, Functional Plant Biology",Heilongjiang province ,China
3140 ,Ang,Fagaceae,Quercus mongolica,-1.13 ,2.01 ,0.84 ,66.34 ,0.58 ,,2.266666661,9.30 ,519.00 ,0.702280034,0.5251,959.9457379,88.82626146,-10.55999947,2,35°58'N,110°05'E,"???, 2010, ????; ???, 2010, ????????",Shanxi province,China
1416 ,Ang,Fagaceae,Quercus nigra,-1.31 ,1.19 ,0.51 ,43.91 ,0.63 ,,2.424999982,14.90 ,1150.00 ,0.80813385,0.9145,796.7224354,11.37109856,-2.828000069,79,36°01' N,78°59' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
303 ,Ang,Fagaceae,Quercus oleoides,-3.03 ,2.10 ,0.85 ,,,,3.325000008,26.46 ,1746.00 ,0.996001165,1.0501,77.51506781,91.484941,21.35199928,1,10°52' N,85°34' W,"Brodribb, 2005, New Phytologist; Brodribb, 2003, Plant Cell and Environment; Brodribb, 2002, Plant Cell and Environment; Brodribb & Holbrook, 2003, Plant Physiology", the Northern Pacific coast,Costa Rica
N93,Ang,Fagaceae,Quercus oleoides,,,,,0.80 ,,3.533333381,26.60 ,1633.00 ,1.163631518,1.0017,80.14568299,93.82169736,21.43599892,2,10°43?31.39?N,85°35?46.99?W,"Vargas, 2021, New Phytologist",Santa Elena,Costa Rica
1906 ,Ang,Fagaceae,Quercus pacifica,-1.96 ,,,,,,3.566666702,16.15 ,341.00 ,0.682563246,0.3127,321.3511065,99.04029823,7.554166794,1,33°24'N,118°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
477 ,Ang,Fagaceae,Quercus petraea,-3.45 ,,,,,15.00 ,3.199999988,9.67 ,775.00 ,0.500635756,0.9623,630.7069029,11.28856702,-4.06799984,51,48°45' N,6°20' E,"Cochard, 1992a,  Annales des Sciences Forestières; Tyree & Cochard, 1996, Annales des Sciences Forestières",Clermont-Ferrand,France
573 ,Ang,Fagaceae,Quercus petraea,-5.00 ,,,,,,2.591666659,9.23 ,988.00 ,0.444126799,1.5049,647.6486462,15.63213473,-4.047999859,63,47°28'N,7°30'E,"Dietrich, 2019, Journal of Ecology",Basel,Switzerland
1707 ,Ang,Fagaceae,Quercus petraea,-2.38 ,,,,,,3.125,9.76 ,583.00 ,0.605816588,0.7281,745.6629679,28.56675466,-5.191999912,30,48°14' N,16°20' E,"Nolf, 2015b, New Phytologist",Vienna,Austria
1417 ,Ang,Fagaceae,Quercus phellos,-1.42 ,1.35 ,0.55 ,49.17 ,0.68 ,,2.424999982,14.90 ,1150.00 ,0.80813385,0.9145,796.7224354,11.37109856,-2.828000069,79,36°01' N,78°59' W,"Maherali, 2006, Plant, Cell and Environment",North Carolina,USA
1190 ,Ang,Fagaceae,Quercus phillyraeoides,,,,,0.69 ,,2.208333323,17.35 ,1684.00 ,0.676074042,1.5223,844.751388,58.67976924,1.547999978,45,29°05'N,117°55'E,"Kröber, 2014, PloS one",Jiangxi province,China
1309 ,Ang,Fagaceae,Quercus phillyraeoides,,0.81 ,,,0.60 ,,2.383333345,16.19 ,1749.00 ,0.606894284,1.7554,831.410251,57.04453011,1.052000046,44,29°15' N,118°07' E,"Liu, 2016, Ecology",Zhejiang province,China
981 ,Ang,Fagaceae,Quercus prinus,,,,41.83 ,,,2.350000024,14.72 ,1366.00 ,0.853392463,1.1189,766.4352208,9.509275435,-2.220000029,99,35°12' N,82°14' W,"Hacke, 2006, Tree Physiology","Tyron, North Carolina",USA
476 ,Ang,Fagaceae,Quercus pubescens,-3.30 ,,,,,15.00 ,3.199999988,9.67 ,775.00 ,0.500635756,0.9623,630.7069029,11.28856702,-4.06799984,51,48°45' N,6°20' E,"Cochard, 1992a,  Annales des Sciences Forestières",Clermont-Ferrand,France
1690 ,Ang,Fagaceae,Quercus pubescens,-2.00 ,,,33.60 ,0.50 ,,2.466666639,12.66 ,1268.00 ,NA,1.4257,671.2691649,21.22951887,-0.037500001,68,45°41'N,13°44'E,"Nardini, 2012, New Phytologist; Nardini, 2013, New Phytologist",Trieste province,Italy
1974 ,Ang,Fagaceae,Quercus pubescens,-3.00 ,,,,0.76 ,,2.224999984,13.22 ,1284.00 ,0.550608952,1.2953,680.3336276,20.82444629,0.263999999,70,45°38'N,13°48''E,"Savi, 2019, Tree Physiology",Trieste,Italy
2297 ,Ang,Fagaceae,Quercus pubescens,-3.35 ,0.56 ,0.89 ,,,6.00 ,1.724999974,13.87 ,723.00 ,0.713035551,0.7475,667.3842169,29.8469586,-0.376000017,28,43°17' N,11°35' E,"Tognetti, 1999, Tree Physiology; Tognetti, 1998, The New Phytologist",Siena,Italy
478 ,Ang,Fagaceae,Quercus robur,-2.80 ,,,,,15.00 ,3.199999988,9.67 ,775.00 ,0.500635756,0.9623,630.7069029,11.28856702,-4.06799984,51,48°45' N,6°20' E,"Cochard, 1992a,  Annales des Sciences Forestières; Tyree & Cochard, 1996, Annales des Sciences Forestières",Clermont-Ferrand,France
491 ,Ang,Fagaceae,Quercus robur,-2.08 ,,,,,,2.699999988,11.29 ,598.00 ,0.592509912,0.6645,603.3775522,38.21785488,-2.052000046,27,45°47' N,3°09' E,"Cochard, 2005, Cochard, Physiologia Plantarum",Clermont-Ferrand,France
